node_idx,label,degree,n_illicit_neighbors,n_licit_neighbors,n_unknown_neighbors,illicit_neighbor_ratio,neighbor_feat0_mean,neighbor_feat0_std
236,illicit,4,4,0,0,1.0,1.218159556388855,2.300132989883423
238,illicit,49,5,0,44,1.0,-0.1641908884048462,0.010584123432636261
239,illicit,1,1,0,0,1.0,1.3724355697631836,0.0
240,illicit,5,3,0,2,1.0,1.3007392883300781,2.048476457595825
241,illicit,3,3,0,0,1.0,-0.10982484370470047,2.623818363645114e-05
242,illicit,3,3,0,0,1.0,-0.10982462018728256,2.562528425187338e-05
245,illicit,3,3,0,0,1.0,1.6726188659667969,2.4965553283691406
252,illicit,3,3,0,0,1.0,1.6257076263427734,2.528900623321533
253,illicit,2,2,0,0,1.0,-0.1600983887910843,0.005471616983413696
265,illicit,6,1,0,5,1.0,-0.07464616745710373,0.21229739487171173
271,illicit,5,2,0,3,1.0,-0.03409887105226517,0.268873006105423
278,illicit,7,5,0,2,1.0,-0.17271237075328827,0.0003582823555916548
279,illicit,5,3,0,2,1.0,-0.17257511615753174,0.00012317424989305437
283,illicit,2,2,0,0,1.0,-0.0049607157707214355,0.16801483929157257
286,illicit,2,1,0,1,1.0,-0.1728018820285797,0.00017258524894714355
287,illicit,3,3,0,0,1.0,-0.17286185920238495,0.00016013070126064122
295,illicit,4,4,0,0,1.0,-0.10980524122714996,2.1741674572695047e-05
296,illicit,4,4,0,0,1.0,-0.10981462895870209,2.8409402148099616e-05
298,illicit,3,2,0,1,1.0,-0.16475249826908112,0.007492475677281618
310,illicit,1,1,0,0,1.0,-0.013267764821648598,0.0
318,illicit,2,2,0,0,1.0,-0.17288538813591003,4.064291715621948e-05
319,illicit,4,3,0,1,1.0,-0.17269808053970337,0.00023855644394643605
322,illicit,1,1,0,0,1.0,-0.14138172566890717,0.0
323,illicit,32,32,0,0,1.0,-0.1719418168067932,0.0009776325896382332
325,illicit,5,4,0,1,1.0,-0.12045940011739731,0.021266017109155655
326,illicit,2,2,0,0,1.0,-0.10984146595001221,1.2665987014770508e-06
329,illicit,2,2,0,0,1.0,-0.10980191826820374,3.388151526451111e-05
330,illicit,4,4,0,0,1.0,-0.09406772255897522,0.02727164700627327
347,illicit,2,0,0,2,0.0,-0.17283248901367188,6.251041668292601e-06
350,illicit,2,1,0,1,1.0,-0.004957310855388641,0.16801142692565918
351,illicit,3,3,0,0,1.0,1.621843695640564,2.531628370285034
352,illicit,3,2,0,1,1.0,-0.16832764446735382,0.0031169666908681393
367,illicit,2,2,0,0,1.0,-0.1620064675807953,0.010813422501087189
368,illicit,2,1,0,1,1.0,-0.14070354402065277,0.031052883714437485
370,illicit,20,17,0,3,1.0,-0.15870237350463867,0.014285056851804256
372,illicit,2,1,0,1,1.0,-0.17155176401138306,0.0001741275191307068
375,illicit,12,5,0,7,1.0,0.3523021638393402,1.4692718982696533
380,illicit,5,3,0,2,1.0,-0.17282819747924805,0.00025563404778949916
383,illicit,13,4,0,9,1.0,-0.13241446018218994,0.05194777995347977
388,illicit,2,2,0,0,1.0,-0.13787934184074402,0.034368835389614105
389,illicit,21,7,0,14,1.0,0.09908436238765717,0.7731671333312988
397,illicit,3,3,0,0,1.0,-0.17269523441791534,0.0003974942956119776
398,illicit,3,2,0,1,1.0,-0.17297524213790894,1.6060336065493175e-06
399,illicit,2,1,0,1,1.0,0.3319700062274933,0.25195491313934326
401,illicit,1,1,0,0,1.0,-0.16821786761283875,0.0
402,illicit,2,2,0,0,1.0,-0.16949045658111572,0.0006914958357810974
412,illicit,4,3,0,1,1.0,-0.12261348962783813,0.022161787375807762
415,illicit,3,3,0,0,1.0,-0.10978806018829346,4.565094513964141e-06
416,illicit,4,4,0,0,1.0,-0.10978982597589493,4.681598966271849e-06
418,illicit,1,0,0,1,0.0,0.08349735289812088,0.0
424,illicit,13,4,0,9,1.0,-0.1165737435221672,0.10534418374300003
425,illicit,4,3,0,1,1.0,-0.16925355792045593,0.0043730237521231174
426,illicit,22,14,0,8,1.0,0.08001101762056351,1.11785888671875
427,illicit,2,1,0,1,1.0,2.5375237464904785,2.664583206176758
429,illicit,1,1,0,0,1.0,-0.16101352870464325,0.0
430,illicit,2,2,0,0,1.0,-0.17297713458538055,5.513429641723633e-07
431,illicit,2,2,0,0,1.0,-0.17297738790512085,2.7045709884987446e-06
437,illicit,3,2,0,1,1.0,-0.1147196888923645,0.0584377646446228
438,illicit,4,4,0,0,1.0,-0.10590198636054993,0.11444883793592453
441,illicit,17,15,0,2,1.0,-0.17281696200370789,0.0002729268162511289
443,illicit,5,4,0,1,1.0,0.9400849342346191,2.131147861480713
448,illicit,3,2,0,1,1.0,-0.06801236420869827,0.1135052740573883
451,illicit,2,1,0,1,1.0,-0.14997532963752747,0.022344939410686493
452,illicit,2,2,0,0,1.0,-0.12801745533943176,0.0004886463284492493
462,illicit,16,3,2,11,0.6,0.19542212784290314,1.2509039640426636
471,illicit,2,2,0,0,1.0,-0.13830119371414185,0.008216403424739838
472,illicit,4,4,0,0,1.0,-0.10979484766721725,2.682021113287192e-05
473,illicit,4,4,0,0,1.0,-0.10980120301246643,2.276144368806854e-05
476,illicit,2,2,0,0,1.0,2.5179331302642822,2.684173583984375
492,illicit,2,1,0,1,1.0,-0.16622717678546906,0.004499271512031555
495,illicit,3,1,0,2,1.0,0.8623656630516052,1.132573127746582
498,illicit,1,0,0,1,0.0,-0.17158082127571106,0.0
500,illicit,1,0,0,1,0.0,2.4510302543640137,0.0
515,illicit,2,1,0,1,1.0,-0.17202162742614746,0.0007860735058784485
516,illicit,13,11,0,2,1.0,-0.1724812090396881,0.0007551688468083739
527,illicit,2,1,0,1,1.0,-0.1614690124988556,0.010882832109928131
537,illicit,2,1,0,1,1.0,-0.17297600209712982,3.129243850708008e-07
538,illicit,2,2,0,0,1.0,-0.004960335791110992,0.16801446676254272
546,illicit,2,2,0,0,1.0,-0.17252270877361298,0.0003147423267364502
547,illicit,2,2,0,0,1.0,-0.1318332701921463,0.027703907340765
553,illicit,3,1,0,2,1.0,1.7808138132095337,2.427279472351074
554,illicit,1,1,0,0,1.0,-0.1508435308933258,0.0
555,illicit,4,2,0,2,1.0,-0.16625742614269257,0.009547688066959381
558,illicit,2,1,0,1,1.0,0.07138346135616302,0.2344471663236618
559,illicit,1,1,0,0,1.0,-0.16217556595802307,0.0
560,illicit,3,2,0,1,1.0,-0.06388085335493088,0.13272099196910858
562,illicit,4,1,0,3,1.0,-0.16745710372924805,0.009042778052389622
565,illicit,3,1,0,2,1.0,-0.16710267961025238,0.005386479198932648
566,illicit,3,1,0,2,1.0,-0.17259661853313446,0.00020449851581361145
568,illicit,2,2,0,0,1.0,-0.13787975907325745,0.03436925262212753
575,illicit,1,1,0,0,1.0,-0.17244724929332733,0.0
576,illicit,6,5,0,1,1.0,-0.16764454543590546,0.010528478771448135
577,illicit,2,2,0,0,1.0,2.594419479370117,2.607687473297119
578,illicit,2,1,0,1,1.0,-0.17243985831737518,0.0001472383737564087
580,illicit,4,2,0,2,1.0,-0.05073418840765953,0.2060493379831314
581,illicit,2,2,0,0,1.0,-0.1696065068244934,0.0005243942141532898
584,illicit,1,0,0,1,0.0,-0.17186567187309265,0.0
586,illicit,4,4,0,0,1.0,-0.10976361483335495,6.038353967596777e-05
587,illicit,2,2,0,0,1.0,-0.0049581378698349,0.16801226139068604
592,illicit,3,0,0,3,0.0,-0.17260116338729858,0.00014147897309157997
596,illicit,19,8,0,11,1.0,0.14804348349571228,1.1967791318893433
598,illicit,3,1,0,2,1.0,0.7648544311523438,1.3172389268875122
606,illicit,1,1,0,0,1.0,-0.17066271603107452,0.0
607,illicit,4,3,0,1,1.0,-0.1708914041519165,0.0005287192761898041
612,illicit,3,1,0,2,1.0,-0.13728104531764984,0.029385995119810104
615,illicit,2,2,0,0,1.0,2.514714241027832,2.6873927116394043
616,illicit,5,4,0,1,1.0,0.93739253282547,2.1334376335144043
624,illicit,6,5,0,1,1.0,-0.16275788843631744,0.006751001346856356
626,illicit,1,0,0,1,0.0,-0.09559545665979385,0.0
627,illicit,2,2,0,0,1.0,2.5145978927612305,2.687509298324585
628,illicit,1,1,0,0,1.0,-0.16280347108840942,0.0
629,illicit,2,2,0,0,1.0,-0.17022642493247986,0.0026916414499282837
630,illicit,10,8,0,2,1.0,-0.17253875732421875,0.0006305970600806177
635,illicit,1,0,0,1,0.0,-0.1666119396686554,0.0
640,illicit,1,1,0,0,1.0,-0.16118206083774567,0.0
641,illicit,3,3,0,0,1.0,-0.15978091955184937,0.01644914411008358
653,illicit,3,3,0,0,1.0,-0.151808500289917,0.029846329241991043
654,illicit,3,2,0,1,1.0,-0.15184281766414642,0.029834698885679245
669,illicit,1,1,0,0,1.0,-0.1543111950159073,0.0
670,illicit,8,6,0,2,1.0,-0.09732922166585922,0.1599692702293396
675,illicit,3,1,0,2,1.0,-0.17053063213825226,0.0005496502271853387
678,illicit,2,2,0,0,1.0,2.515413284301758,2.6866936683654785
680,illicit,3,2,0,1,1.0,-0.15535378456115723,0.009865105152130127
686,illicit,3,2,0,1,1.0,0.0003874401154462248,0.24125005304813385
690,illicit,3,2,0,1,1.0,0.07859526574611664,0.1919310986995697
693,illicit,5,5,0,0,1.0,-0.10981881618499756,3.0230317861423828e-05
698,illicit,1,1,0,0,1.0,5.202106952667236,0.0
706,illicit,3,3,0,0,1.0,-0.10982198268175125,2.8181613743072376e-05
707,illicit,3,3,0,0,1.0,-0.10984176397323608,1.2119891152906348e-06
708,illicit,2,2,0,0,1.0,-0.09278883785009384,0.0795210674405098
716,illicit,2,0,0,2,0.0,-0.17290616035461426,5.206465721130371e-05
717,illicit,3,3,0,0,1.0,-0.17239338159561157,0.00041241818689741194
718,illicit,2,2,0,0,1.0,-0.1725420355796814,0.0004386976361274719
721,illicit,3,3,0,0,1.0,-0.17250116169452667,0.0001699790300335735
724,illicit,2,1,0,1,1.0,0.006845630705356598,0.1575549840927124
725,illicit,2,2,0,0,1.0,-0.17002537846565247,6.246566772460938e-05
726,illicit,1,1,0,0,1.0,-0.16995984315872192,0.0
727,illicit,3,2,0,1,1.0,0.024065041914582253,0.16327235102653503
730,illicit,2,2,0,0,1.0,2.5160579681396484,2.686048984527588
731,illicit,2,1,0,1,1.0,-0.17074760794639587,0.001035355031490326
736,illicit,1,1,0,0,1.0,-0.14138101041316986,0.0
737,illicit,2,2,0,0,1.0,-0.15658605098724365,0.015204347670078278
745,illicit,2,2,0,0,1.0,-0.16958852112293243,0.0020537376403808594
746,illicit,3,2,0,1,1.0,-0.17243731021881104,0.0002996967523358762
753,illicit,4,2,0,2,1.0,1.1713248491287231,2.3271732330322266
756,illicit,1,1,0,0,1.0,-0.1697516292333603,0.0
757,illicit,2,2,0,0,1.0,-0.1729036420583725,5.9604644775390625e-06
758,illicit,1,1,0,0,1.0,-0.16631284356117249,0.0
759,illicit,13,5,0,8,1.0,0.24512045085430145,1.4309743642807007
766,illicit,3,2,0,1,1.0,-0.16615727543830872,0.004470990505069494
772,illicit,1,0,0,1,0.0,-0.1728571206331253,0.0
780,illicit,2,2,0,0,1.0,-0.08743969351053238,0.08241263777017593
781,illicit,2,1,0,1,1.0,-0.16877354681491852,0.002104148268699646
784,illicit,3,3,0,0,1.0,-0.10982934385538101,9.08841502678115e-06
785,illicit,3,3,0,0,1.0,-0.1098288968205452,7.572497906949138e-06
788,illicit,1,1,0,0,1.0,0.028481649234890938,0.0
790,illicit,3,1,0,2,1.0,-0.17245762050151825,0.00017523443966638297
795,illicit,4,4,0,0,1.0,-0.15395498275756836,0.01892942003905773
796,illicit,2,1,0,1,1.0,-0.1729772686958313,3.204615950380685e-07
804,illicit,3,3,0,0,1.0,-0.10983851552009583,5.97116525113961e-07
805,illicit,4,4,0,0,1.0,-0.10983192920684814,1.3259837032819632e-05
806,illicit,2,2,0,0,1.0,-0.044206950813531876,0.001422487199306488
807,illicit,2,2,0,0,1.0,-0.04442460462450981,0.0015713460743427277
811,illicit,2,0,0,2,0.0,-0.17207708954811096,0.0006589293479919434
812,illicit,2,2,0,0,1.0,-0.1289324313402176,0.0013020485639572144
814,illicit,1,0,0,1,0.0,-0.1699260175228119,0.0
815,illicit,2,0,0,2,0.0,-0.17252758145332336,0.00013971328735351562
816,illicit,1,1,0,0,1.0,-0.14138172566890717,0.0
819,illicit,2,2,0,0,1.0,-0.16286799311637878,0.008292004466056824
820,illicit,1,1,0,0,1.0,-0.15446506440639496,0.0
830,illicit,25,10,0,15,1.0,-0.10734492540359497,0.1261046677827835
846,illicit,3,3,0,0,1.0,-0.14690756797790527,0.03548383712768555
847,illicit,23,4,1,18,0.8,0.09469366073608398,1.09331214427948
855,illicit,3,3,0,0,1.0,1.620200514793396,2.5327906608581543
856,illicit,1,1,0,0,1.0,-0.17259934544563293,0.0
861,illicit,2,2,0,0,1.0,2.5147945880889893,2.687312364578247
862,illicit,2,2,0,0,1.0,-0.039702121168375015,0.13203059136867523
863,illicit,3,3,0,0,1.0,-0.16200266778469086,0.008877122774720192
865,illicit,2,1,0,1,1.0,-0.004961803555488586,0.16801592707633972
866,illicit,2,1,0,1,1.0,-0.17297284305095673,4.0978193283081055e-06
867,illicit,4,4,0,0,1.0,-0.10980871319770813,1.9565291950129904e-05
868,illicit,4,4,0,0,1.0,-0.10981766134500504,1.7460915842093527e-05
871,illicit,4,3,0,1,1.0,-0.1596543788909912,0.02241843193769455
872,illicit,3,3,0,0,1.0,-0.1721334606409073,0.0004144358681514859
874,illicit,2,2,0,0,1.0,-0.15754657983779907,0.013613425195217133
875,illicit,6,6,0,0,1.0,-0.16584570705890656,0.008699702098965645
881,illicit,3,2,0,1,1.0,0.06871265172958374,0.17688848078250885
890,illicit,2,2,0,0,1.0,-0.17297521233558655,1.5663948715882725e-07
891,illicit,2,2,0,0,1.0,-0.004959665238857269,0.1680137813091278
892,illicit,1,0,0,1,0.0,-0.17289318144321442,0.0
907,licit,1,1,0,0,1.0,-0.11236689984798431,0.0
908,illicit,8,1,2,5,0.3333333333333333,-0.16022804379463196,0.020977534353733063
911,illicit,2,1,0,1,1.0,-0.14405643939971924,0.02784191444516182
912,illicit,2,2,0,0,1.0,-0.1636565923690796,0.008803538978099823
918,illicit,23,5,2,16,0.7142857142857143,-0.15533292293548584,0.039659712463617325
919,illicit,1,1,0,0,1.0,-0.11305750906467438,0.0
920,illicit,2,1,0,1,1.0,-0.1532076895236969,0.0025574788451194763
921,illicit,3,2,0,1,1.0,-0.15971049666404724,0.007997359149158001
932,illicit,4,3,0,1,1.0,-0.12496563792228699,0.06940668076276779
934,illicit,1,1,0,0,1.0,-0.17253437638282776,0.0
935,illicit,2,2,0,0,1.0,-0.1715417504310608,0.0009798035025596619
938,illicit,3,1,0,2,1.0,1.6598643064498901,2.5052428245544434
941,illicit,5,5,0,0,1.0,-0.10981887578964233,2.8671689506154507e-05
942,illicit,4,4,0,0,1.0,-0.10982588678598404,2.599760227894876e-05
947,illicit,3,3,0,0,1.0,1.6193037033081055,2.5334243774414062
949,illicit,2,0,0,2,0.0,-0.17288225889205933,3.881759766954929e-06
953,illicit,9,6,0,3,1.0,-0.16878648102283478,0.005054052919149399
973,illicit,10,3,1,6,0.75,0.23452457785606384,1.0886614322662354
975,illicit,7,2,1,4,0.6666666666666666,-0.14262746274471283,0.059930864721536636
977,illicit,2,1,0,1,1.0,-0.16909152269363403,0.0020684748888015747
982,illicit,2,2,0,0,1.0,-0.013262282125651836,0.03475729748606682
983,illicit,2,1,0,1,1.0,-0.012333284132182598,0.035686928778886795
988,illicit,4,3,0,1,1.0,-0.1245967298746109,0.04486408457159996
1001,illicit,2,1,0,1,1.0,-0.16514629125595093,0.003838643431663513
1002,illicit,1,1,0,0,1.0,-0.17014488577842712,0.0
1003,illicit,2,2,0,0,1.0,-0.10717587172985077,0.0026167184114456177
1004,illicit,3,3,0,0,1.0,-0.12903322279453278,0.027295976877212524
1011,illicit,1,0,0,1,0.0,-0.16732452809810638,0.0
1018,illicit,2,2,0,0,1.0,-0.17134657502174377,0.0015523284673690796
1019,illicit,2,2,0,0,1.0,-0.1713382601737976,0.001552678644657135
1020,illicit,2,0,0,2,0.0,-0.17260408401489258,0.0001887008547782898
1024,illicit,2,1,0,1,1.0,-0.1682814508676529,0.0013300031423568726
1025,illicit,3,3,0,0,1.0,-0.1642545908689499,0.005876101087778807
1027,illicit,3,1,0,2,1.0,-0.0268412958830595,0.09942197799682617
1032,illicit,4,2,0,2,1.0,-0.17278365790843964,7.183947309385985e-05
1037,illicit,4,4,0,0,1.0,1.2181721925735474,2.30012583732605
1038,illicit,4,4,0,0,1.0,-0.10980349034070969,2.3579748813062906e-05
1042,illicit,2,2,0,0,1.0,2.6825804710388184,2.519526243209839
1050,illicit,1,0,0,1,0.0,-0.16359062492847443,0.0
1051,illicit,1,1,0,0,1.0,-0.16631284356117249,0.0
1054,illicit,5,5,0,0,1.0,0.9525703191757202,2.1247682571411133
1055,illicit,4,4,0,0,1.0,-0.1098400205373764,2.2801120849180734e-06
1058,illicit,2,2,0,0,1.0,-0.11610159277915955,0.01259109377861023
1061,illicit,2,1,0,1,1.0,3.01241135597229,3.122255325317383
1062,illicit,18,17,0,1,1.0,0.5180225968360901,1.0324459075927734
1078,illicit,3,2,0,1,1.0,-0.15602761507034302,0.02188265696167946
1080,illicit,18,6,2,10,0.75,-0.10586729645729065,0.11461124569177628
1085,illicit,2,2,0,0,1.0,2.5159881114959717,2.6861188411712646
1088,illicit,4,3,0,1,1.0,-0.12538227438926697,0.027040064334869385
1096,illicit,3,2,0,1,1.0,-0.07773204892873764,0.05792766809463501
1101,illicit,1,1,0,0,1.0,-0.14138172566890717,0.0
1104,illicit,2,2,0,0,1.0,-0.17205919325351715,0.0001987367868423462
1105,illicit,4,4,0,0,1.0,-0.1298259049654007,0.07205351442098618
1110,illicit,1,1,0,0,1.0,5.202106952667236,0.0
1132,illicit,4,1,0,3,1.0,-0.08984344452619553,0.08148981630802155
1141,illicit,2,2,0,0,1.0,-0.17246383428573608,0.00019929558038711548
1144,illicit,3,2,0,1,1.0,-0.1643594354391098,0.0055365124717354774
1145,illicit,1,1,0,0,1.0,-0.16025449335575104,0.0
1147,illicit,5,5,0,0,1.0,0.953864574432373,2.1241226196289062
1148,illicit,4,4,0,0,1.0,-0.10888732224702835,0.0016498907934874296
1162,illicit,16,7,1,8,0.875,0.21944878995418549,1.2914385795593262
1163,illicit,2,2,0,0,1.0,-0.1729733645915985,2.957889819299453e-06
1164,illicit,1,1,0,0,1.0,-0.1729760766029358,0.0
1167,illicit,2,2,0,0,1.0,-0.17002524435520172,5.009770393371582e-05
1168,illicit,2,2,0,0,1.0,-0.17008215188980103,5.535786385735264e-06
1170,illicit,3,3,0,0,1.0,-0.10981446504592896,3.193915472365916e-05
1171,illicit,4,4,0,0,1.0,-0.10981157422065735,2.681629302969668e-05
1174,illicit,2,2,0,0,1.0,-0.1729753017425537,1.8850116703106323e-06
1175,illicit,2,2,0,0,1.0,-0.17297551035881042,1.7152524378616363e-07
1176,illicit,1,0,0,1,0.0,-0.1362203061580658,0.0
1184,illicit,2,2,0,0,1.0,2.516082763671875,2.6860241889953613
1187,illicit,2,0,0,2,0.0,-0.17254240810871124,0.0001558065414428711
1193,illicit,2,2,0,0,1.0,2.5490095615386963,2.65309739112854
1209,illicit,10,2,0,8,1.0,1.0474355220794678,1.596591830253601
1213,illicit,3,3,0,0,1.0,-0.172548308968544,0.0002929212641902268
1214,illicit,1,1,0,0,1.0,-0.17234233021736145,0.0
1222,illicit,3,2,0,1,1.0,-0.17295712232589722,3.139632462989539e-05
1223,illicit,1,1,0,0,1.0,-0.1729726642370224,0.0
1226,illicit,4,2,0,2,1.0,-0.13169150054454803,0.06838296353816986
1230,illicit,5,3,0,2,1.0,-0.1376267820596695,0.04686655104160309
1237,illicit,2,2,0,0,1.0,-0.07510365545749664,0.0700765997171402
1245,illicit,4,2,0,2,1.0,-0.17168724536895752,0.0009122097981162369
1246,illicit,2,1,0,1,1.0,-0.13660047948360443,0.01585344597697258
1247,illicit,2,2,0,0,1.0,-0.12469775974750519,0.003994923084974289
1253,illicit,2,2,0,0,1.0,-0.16695795953273773,0.005392059683799744
1254,illicit,1,0,0,1,0.0,-0.1718560755252838,0.0
1259,illicit,2,0,0,2,0.0,-0.1728219985961914,8.95187258720398e-05
1261,illicit,1,1,0,0,1.0,-0.16013246774673462,0.0
1262,illicit,3,3,0,0,1.0,-0.10606635361909866,0.07148253172636032
1265,illicit,3,3,0,0,1.0,-0.10980594158172607,2.200139351771213e-05
1266,illicit,4,4,0,0,1.0,-0.1098126545548439,2.4451343051623553e-05
1271,illicit,3,1,0,2,1.0,-0.17243213951587677,0.00017753001884557307
1275,illicit,2,1,0,1,1.0,-0.004961729049682617,0.16801585257053375
1276,illicit,2,2,0,0,1.0,2.5149035453796387,2.6872034072875977
1277,illicit,3,3,0,0,1.0,-0.1725304126739502,0.000220703543163836
1278,illicit,3,3,0,0,1.0,-0.1101023331284523,0.04476555064320564
1282,illicit,7,5,0,2,1.0,-0.16623489558696747,0.006004604510962963
1285,illicit,2,2,0,0,1.0,-0.10979890823364258,2.2124499082565308e-05
1286,illicit,3,3,0,0,1.0,-0.10978861898183823,2.3602262444910593e-05
1288,illicit,4,4,0,0,1.0,-0.10824238508939743,0.002678090939298272
1289,illicit,3,3,0,0,1.0,1.6234196424484253,2.530515432357788
1290,illicit,3,3,0,0,1.0,-0.10664230585098267,0.023905590176582336
1291,illicit,3,3,0,0,1.0,-0.11875749379396439,0.035941485315561295
1296,illicit,3,1,0,2,1.0,-0.17240802943706512,0.00018621476192492992
1300,illicit,5,0,0,5,0.0,-0.16091187298297882,0.015355966053903103
1308,illicit,1,1,0,0,1.0,-0.1666119396686554,0.0
1309,illicit,8,8,0,0,1.0,-0.17152804136276245,0.0018615557346493006
1313,illicit,2,0,0,2,0.0,-0.17264395952224731,0.0002560839056968689
1314,illicit,3,2,0,1,1.0,-0.1722431629896164,0.0005059888353571296
1316,illicit,2,2,0,0,1.0,-0.15778732299804688,0.007123909890651703
1321,illicit,3,1,0,2,1.0,-0.17173606157302856,0.0010145638370886445
1322,illicit,3,1,0,2,1.0,-0.17271213233470917,0.0002784024109132588
1330,illicit,1,1,0,0,1.0,-0.17173270881175995,0.0
